realisation,run_source,delta_v_kms,velocity_sigma_kms,velocity_direction_angle_rad,velocity_seed,stage1_fracture_scale_pc,archived_stage1_fracture_scale_pc,stage1_fracture_abs_error_pc,exact_spatial_reconstruction,stage1_groups,stage1_grouped_stars,forward_s2_first_significant_flags,forward_s2_first_accepted_splits,forward_s2_first_final_groups,forward_s2_first_orphans,forward_s2_first_grouped_stars,forward_s3_second_significant_flags,forward_s3_second_accepted_splits,forward_s3_second_final_groups,forward_s3_second_orphans,forward_s3_second_grouped_stars,forward_mean_completeness,forward_mean_purity,forward_mean_jaccard,forward_templates_detected_ge50pct,forward_strict_recoveries_of_8,forward_overlap_best_groups_separate,forward_formal_overlap_resolved,forward_strict_overlap_resolved,reverse_s3_first_significant_flags,reverse_s3_first_accepted_splits,reverse_s3_first_final_groups,reverse_s3_first_orphans,reverse_s3_first_grouped_stars,reverse_s2_second_significant_flags,reverse_s2_second_accepted_splits,reverse_s2_second_final_groups,reverse_s2_second_orphans,reverse_s2_second_grouped_stars,reverse_mean_completeness,reverse_mean_purity,reverse_mean_jaccard,reverse_templates_detected_ge50pct,reverse_strict_recoveries_of_8,reverse_overlap_best_groups_separate,reverse_formal_overlap_resolved,reverse_strict_overlap_resolved,delta_completeness_reverse_minus_forward,delta_purity_reverse_minus_forward,delta_jaccard_reverse_minus_forward,delta_strict_recoveries_reverse_minus_forward,delta_formal_overlap_reverse_minus_forward,delta_strict_overlap_reverse_minus_forward,same_retention_fraction,elapsed_seconds
493,mc_0493,5.0,1.0,2.8317462365670254,20261318,17.053643759695195,17.053643759695195,0.0,True,102,2403,10,2,105,27,2376,0,0,105,0,2376,0.9301784494535519,0.9144542269735769,0.8500412327741849,7,7,True,False,False,1,1,103,19,2384,11,3,108,7,2377,0.94140625,0.9206771170006465,0.8638026126390286,8,7,True,True,False,0.011227800546448119,0.00622289002706955,0.013761379864843715,0,1,0,0.9991500040475998,21.80981707572937
494,mc_0494,5.0,1.0,1.2485579494626207,20261319,17.027820392426293,17.027820392426293,0.0,True,102,2441,10,4,109,75,2366,0,0,109,0,2366,0.9213627049180328,0.9008162169740443,0.8275693451089172,7,7,True,False,False,1,1,103,35,2406,9,3,108,13,2393,0.94140625,0.8912606054149045,0.8405401315818068,8,7,True,True,False,0.02004354508196715,-0.009555611559139865,0.012970786472889628,0,1,0,0.9985833400793329,22.774302005767822
495,mc_0495,5.0,1.0,0.9718683433601981,20261320,17.040104933363203,17.040104933363203,0.0,True,101,2440,12,5,108,79,2361,0,0,108,0,2361,0.9089546166827387,0.905622782511948,0.8163348201793917,7,7,True,False,False,1,1,102,42,2398,9,2,104,4,2394,0.9881468981035038,0.905684481063674,0.8939807565116523,8,8,True,True,True,0.07919228142076506,6.169855172599714e-05,0.07764593633226058,1,1,1,0.9976928681291994,22.533022165298462
496,mc_0496,5.0,1.0,5.638830231188494,20261321,17.00923872699247,17.00923872699247,0.0,True,99,2460,14,5,107,112,2348,0,0,107,0,2348,0.876573897390585,0.9229981020601526,0.8146658137310221,7,6,True,False,False,1,1,100,41,2419,15,6,109,90,2329,0.8857525176091643,0.936661644071361,0.826022002748064,8,6,True,True,False,0.009178620218579292,0.01366354201120834,0.01135618901704194,0,1,0,0.997288108151866,20.425009965896606
497,mc_0497,5.0,1.0,2.619820584887202,20261322,17.023194609192984,17.023194609192984,0.0,True,102,2460,11,3,105,63,2397,0,0,105,0,2397,0.9226647882513661,0.8508618119572608,0.7796633620983323,7,7,True,False,False,1,1,103,30,2430,9,1,104,2,2428,1.0,0.8503408725802886,0.8503408725802886,8,8,True,True,True,0.07733521174863389,-0.0005209393769722848,0.07067751048195625,1,1,1,0.9982595320974662,20.102410078048706
498,mc_0498,5.0,1.0,0.7960018240292286,20261323,17.021367376690897,17.021367376690897,0.0,True,101,2462,12,4,107,81,2381,0,0,107,0,2381,0.8843068898205244,0.9024765671860606,0.8001323443958662,7,6,True,False,False,1,1,102,26,2436,12,5,110,46,2390,0.8961857320336392,0.9043848954800644,0.8103268345854724,8,6,True,True,False,0.011878842213114749,0.0019083282940037805,0.010194490189606165,0,1,0,0.9980166761110661,20.86424207687378
499,mc_0499,5.0,1.0,2.56395245685562,20261324,17.018295368341942,17.018295368341942,0.0,True,99,2429,11,5,107,88,2341,1,0,107,0,2341,0.9251254104627262,0.9371448166699399,0.8629208919628333,7,7,True,False,False,2,1,100,23,2406,8,2,102,40,2366,0.9988532110091743,0.9307575339120933,0.9297277856283404,8,8,True,True,True,0.07372780054644812,-0.006387282757846613,0.06680689366550707,1,1,1,0.9980976281065328,20.506876945495605
500,mc_0500,5.0,1.0,4.619413333234734,20261325,17.00923872699247,17.00923872699247,0.0,True,99,2503,16,7,109,106,2397,0,0,109,0,2397,0.8913080601092896,0.8515450708867749,0.7663181259684124,7,6,True,False,False,1,1,100,41,2462,12,4,107,22,2440,0.9380549863387978,0.8492318459172999,0.8065336586878628,8,7,True,True,False,0.04674692622950816,-0.0023132249694749474,0.04021553271945033,1,1,0,0.9970452521654659,20.92388081550598
501,mc_0501,5.0,1.0,1.512386570369128,20261326,17.048388529750305,17.048388529750305,0.0,True,100,2395,10,4,107,37,2358,0,0,107,0,2358,0.9194095799180328,0.8945373850148846,0.8151137251098464,7,7,True,False,False,1,1,101,16,2379,9,3,105,15,2364,0.9393250512295082,0.8940945058656101,0.8343039788161284,8,7,True,True,False,0.019915471311475308,-0.0004428791492744333,0.019190253706282023,0,1,0,0.9984619120861329,20.39784002304077
502,mc_0502,5.0,1.0,2.3803717549163994,20261327,17.018295368341942,17.018295368341942,0.0,True,96,2466,12,5,105,124,2342,0,0,105,0,2342,0.8939122267759563,0.8836768455514472,0.786045783203715,7,6,True,False,False,1,1,98,78,2388,11,4,105,40,2348,0.9328466530054644,0.8672180568154307,0.8008651389000128,7,7,True,False,False,0.03893442622950816,-0.016458788736016472,0.014819355696297776,1,0,0,0.9959524002266655,21.68785572052002
503,mc_0503,5.0,1.0,1.9868198927960858,20261328,17.027820392426293,17.027820392426293,0.0,True,101,2393,12,5,108,42,2351,1,0,108,0,2351,0.9194095799180328,0.9324668791380684,0.862411664549743,7,7,True,False,False,1,1,102,8,2385,10,4,108,9,2376,0.9407231898907104,0.9367025128617339,0.8846302158902626,8,7,True,True,False,0.021313609972677505,0.004235633723665533,0.022218551340519532,0,1,0,0.998826196065733,22.306031942367554
504,mc_0504,5.0,1.0,0.6463734816089017,20261329,17.027820392426293,17.027820392426293,0.0,True,102,2425,10,4,108,54,2371,0,0,108,0,2371,0.9187585382513661,0.8862670278758076,0.8086939780995637,7,7,True,False,False,1,1,103,14,2411,7,1,104,2,2409,0.9993169398907104,0.8854957044451062,0.8849004663498681,8,8,True,True,True,0.08055840163934425,-0.0007713234307014094,0.0762064882503044,1,1,1,0.9979762001133328,23.62010383605957
505,mc_0505,5.0,1.0,1.8963006787176067,20261330,17.048388529750305,17.048388529750305,0.0,True,102,2396,9,3,106,35,2361,1,0,106,0,2361,0.9015087246829097,0.8816287864417993,0.7893209534558431,7,6,True,False,False,2,1,103,7,2389,10,4,108,31,2358,0.9127045067867349,0.8866237763129685,0.8018562834010401,8,6,True,True,False,0.011195782103825214,0.004994989871169198,0.012535329945197016,0,1,0,0.9987452440702663,24.95349383354187
506,mc_0506,5.0,1.0,2.697238195914125,20261331,17.018295368341942,17.018295368341942,0.0,True,98,2409,11,6,106,59,2350,1,0,106,0,2350,0.9187585382513661,0.9057691041076412,0.8283539991102993,7,7,True,False,False,2,1,99,12,2397,8,3,102,10,2387,0.9993169398907104,0.9040138637988995,0.9034751472466853,8,8,True,True,True,0.08055840163934425,-0.0017552403087417456,0.07512114813638604,1,1,1,0.9980976281065328,23.18811583518982
507,mc_0507,5.0,1.0,4.431705085713753,20261332,16.82746389211387,16.82746389211387,0.0,True,96,2357,10,5,102,88,2269,0,0,102,0,2269,0.890625,0.8663581579743838,0.7651081579743838,7,6,True,False,False,1,1,97,34,2323,8,3,101,29,2294,0.9407552083333333,0.8613879198791456,0.8055630899471729,8,7,True,True,False,0.05013020833333326,-0.004970238095238111,0.04045493197278904,1,1,0,0.996478588197199,22.804866075515747
508,mc_0508,5.0,1.0,3.464033269505188,20261333,17.040104933363203,17.040104933363203,0.0,True,101,2437,12,3,105,55,2382,1,0,105,0,2382,0.9259199965846995,0.8776995990609799,0.820275217690297,7,7,True,False,False,2,1,102,38,2399,12,3,106,16,2383,0.941374231557377,0.886607994903643,0.8336470971555605,8,7,True,True,False,0.015454234972677505,0.008908395842663008,0.013371879465263525,0,1,0,0.9978547721201327,24.021703004837036
509,mc_0509,5.0,1.0,3.8858722857048167,20261334,17.040104933363203,17.040104933363203,0.0,True,101,2427,11,4,107,55,2372,0,0,107,0,2372,0.8919458831528551,0.8982609972663365,0.8043303316562227,7,6,True,False,False,1,1,103,31,2396,11,4,108,30,2366,0.9120214466774452,0.8911904786535437,0.8196046529838369,8,6,True,True,False,0.020075563524590168,-0.007070518612792731,0.015274321327614193,0,1,0,0.9977333441269327,25.862778186798096
510,mc_0510,5.0,1.0,5.1971330598149885,20261335,17.048388529750305,17.048388529750305,0.0,True,102,2419,10,2,105,36,2383,0,0,105,0,2383,0.9301784494535519,0.8705801008471308,0.8021777929246486,7,7,True,False,False,1,1,103,14,2405,9,1,104,2,2403,0.9966807547814207,0.8665474137483585,0.863555560538989,8,8,True,True,True,0.06650230532786883,-0.004032687098772247,0.06137776761434033,1,1,1,0.9984619120861329,25.9043550491333
511,mc_0511,5.0,1.0,0.5449475079358997,20261336,16.82746389211387,16.82746389211387,0.0,True,97,2333,11,3,101,46,2287,0,0,101,0,2287,0.9179843265396543,0.9138832769903329,0.8428354735398951,7,7,True,False,False,1,1,98,28,2305,9,3,102,20,2285,0.9359786912937528,0.9192970816452014,0.863515919774442,8,7,True,True,False,0.017994364754098435,0.005413804654868515,0.0206804462345469,0,1,0,0.9981381041042662,25.01020383834839
512,mc_0512,5.0,1.0,2.27876903421525,20261337,17.048388529750305,17.048388529750305,0.0,True,101,2410,11,3,104,24,2386,0,0,104,0,2386,0.9259199965846995,0.8381707117755882,0.7691369647414872,7,6,True,False,False,1,1,102,8,2402,9,1,103,2,2400,0.9979828381147541,0.842655560959547,0.8407022765106634,8,7,True,True,True,0.0720628415300546,0.00448484918395875,0.07156531176917624,1,1,1,0.9991904800453331,22.908912181854248
513,mc_0513,5.0,1.0,4.8771990660867175,20261338,17.023194609192984,17.023194609192984,0.0,True,102,2483,12,4,109,65,2418,1,0,109,0,2418,0.9187585382513661,0.8634511644045988,0.784340160677089,7,7,True,False,False,2,1,103,42,2441,9,1,104,2,2439,0.9973317964480874,0.864025645744017,0.861622385062172,8,8,True,True,True,0.07857325819672134,0.0005744813394181758,0.07728222438508303,1,1,1,0.9980976281065328,20.853079080581665
514,mc_0514,5.0,1.0,2.1329601112353056,20261339,16.909387907388066,16.909387907388066,0.0,True,97,2352,8,3,101,56,2296,0,0,101,0,2296,0.9179843265396543,0.9070987295461858,0.8274643603286058,7,7,True,False,False,1,1,100,17,2335,6,1,101,2,2333,0.993985436512332,0.9059836992005776,0.9006255231669198,8,8,True,True,True,0.07600110997267762,-0.0011150303456081145,0.07316116283831398,1,1,1,0.9976928681291994,19.38217782974243
515,mc_0515,5.0,1.0,4.685285766424161,20261340,17.048388529750305,17.048388529750305,0.0,True,101,2405,12,3,104,34,2371,1,0,104,0,2371,0.9226647882513661,0.8486859119229402,0.7724207319883472,7,7,True,False,False,2,1,102,7,2398,12,3,106,14,2384,0.9407552083333333,0.8412783386186278,0.787822401525756,8,7,True,True,False,0.01809042008196715,-0.007407573304312409,0.015401669537408846,0,1,0,0.9984214360883996,20.14729928970337
516,mc_0516,5.0,1.0,5.297854658397353,20261341,17.027820392426293,17.027820392426293,0.0,True,101,2487,12,4,109,79,2408,0,0,109,0,2408,0.9213627049180328,0.8651409166648549,0.7885429846942386,7,7,True,False,False,1,1,102,52,2435,10,3,107,16,2419,0.9401041666666667,0.8541739988053834,0.8016841544491827,8,7,True,True,False,0.018741461748633892,-0.01096691785947157,0.01314116975494417,0,1,0,0.9980166761110661,20.692803859710693
517,mc_0517,5.0,1.0,4.3963677988492575,20261342,17.027820392426293,17.027820392426293,0.0,True,102,2405,10,3,108,25,2380,0,0,108,0,2380,0.9269232411202186,0.8573113081479529,0.78988524186308,7,7,True,False,False,1,1,103,7,2398,10,3,108,9,2389,0.9379909494535519,0.8620578232030423,0.8026361042249108,8,7,True,True,False,0.01106770833333326,0.004746515055089384,0.012750862361830873,0,1,0,0.9989071480611997,20.699892044067383
518,mc_0518,5.0,1.0,2.8882889925207875,20261343,16.943170462956896,16.943170462956896,0.0,True,99,2372,10,4,104,46,2326,0,0,104,0,2326,0.8536353682063211,0.8849062113699401,0.7649763728478326,6,6,True,False,False,1,1,101,21,2351,10,4,106,25,2326,0.8658664132882883,0.894181157907695,0.7763028085638424,6,6,True,False,False,0.012231045081967151,0.009274946537754958,0.011326435716009775,0,0,0,0.9983000080951996,20.379985809326172
519,mc_0519,5.0,1.0,0.06362843107059545,20261344,16.888866448176465,16.888866448176465,0.0,True,97,2380,8,2,100,45,2335,0,0,100,0,2335,0.9288763661202186,0.8400020262308359,0.7898611023399119,7,7,True,False,False,1,1,98,27,2353,8,3,102,33,2320,0.9387700648907104,0.8563045103640322,0.8075507390920487,8,7,True,True,False,0.009893698770491732,0.01630248413319635,0.01768963675213675,0,1,0,0.9980166761110661,19.487100839614868
520,mc_0520,5.0,1.0,0.8895694585095059,20261345,17.027820392426293,17.027820392426293,0.0,True,102,2462,9,2,105,61,2401,0,0,105,0,2401,0.9301784494535519,0.8649858778295111,0.8025674212692018,7,7,True,False,False,1,1,103,25,2437,10,3,108,20,2417,0.9400401297814207,0.8629773468438454,0.8110668351399294,8,7,True,True,False,0.009861680327868827,-0.0020085309856656686,0.008499413870727612,0,1,0,0.9982190560997328,20.331177949905396
521,mc_0521,5.0,1.0,6.195947804568278,20261346,17.015217647302862,17.015217647302862,0.0,True,100,2485,11,3,104,66,2419,0,0,104,0,2419,0.9226647882513661,0.8045451956034939,0.7336129425703158,7,7,True,False,False,1,1,101,33,2452,11,3,106,20,2432,0.9400401297814207,0.7983112105321928,0.7449372892966413,8,7,True,True,False,0.0173753415300546,-0.006233985071301129,0.01132434672632543,0,1,0,0.9979357241155995,20.733269929885864
522,mc_0522,5.0,1.0,2.1118819917187737,20261347,17.027820392426293,17.027820392426293,0.0,True,100,2425,14,7,111,80,2345,2,0,111,0,2345,0.874684809275831,0.948512136012136,0.8248573977680915,7,6,True,False,False,3,1,101,15,2410,13,6,110,43,2367,0.8959984192485085,0.9435365560365561,0.8445549311375,8,6,True,True,False,0.021313609972677505,-0.004975579975579958,0.019697533369408493,0,1,0,0.9986238160770663,21.94945001602173
523,mc_0523,5.0,1.0,2.0338825095894943,20261348,17.058791019808645,17.058791019808645,0.0,True,102,2377,10,4,106,36,2341,0,0,106,0,2341,0.9023159510420637,0.9397403230055452,0.8431263058616498,7,7,True,False,False,1,1,103,6,2371,10,4,109,12,2359,0.9217084544573644,0.9387329969982192,0.8621310915513125,8,7,True,True,False,0.019392503415300633,-0.0010073260073260037,0.019004785689662684,0,1,0,0.9986238160770663,21.347994089126587
524,mc_0524,5.0,1.0,0.1369227405179422,20261349,17.018295368341942,17.018295368341942,0.0,True,97,2487,14,5,105,106,2381,0,0,105,0,2381,0.9213627049180328,0.8550766184012826,0.8010380361228224,7,7,True,False,False,1,1,98,45,2442,13,4,104,45,2397,0.94140625,0.8562541186952386,0.8113087581531524,8,7,True,True,False,0.02004354508196715,0.0011775002939560242,0.01027072203032997,0,1,0,0.997409536145066,20.52267599105835
525,mc_0525,5.0,1.0,5.740784627053507,20261350,17.044626788618505,17.044626788618505,0.0,True,102,2395,9,2,105,24,2371,1,0,105,0,2371,0.9301784494535519,0.892062906135735,0.8273331519424796,7,7,True,False,False,2,1,103,5,2390,10,3,108,9,2381,0.94140625,0.8950704249327276,0.8390264688887715,8,7,True,True,False,0.011227800546448119,0.00300751879699257,0.011693316946291943,0,1,0,0.9993523840362665,20.38245701789856
526,mc_0526,5.0,1.0,6.048016267776918,20261351,17.027820392426293,17.027820392426293,0.0,True,101,2441,14,4,109,50,2391,1,0,109,0,2391,0.8815474288113501,0.8616247343388135,0.7602971256834146,7,6,True,False,False,2,1,102,32,2409,11,2,105,16,2393,0.9491597068168145,0.8803994526799299,0.8299433932374544,8,7,True,True,True,0.06761227800546443,0.018774718341116436,0.0696462675540398,1,1,1,0.9974904881405326,20.644601106643677
527,mc_0527,5.0,1.0,5.7025643246135065,20261352,17.038393596540367,17.038393596540367,0.0,True,101,2408,14,5,106,46,2362,1,0,106,0,2362,0.8972502718140573,0.8835883247498098,0.7889097577065395,7,6,True,False,False,1,1,102,14,2394,14,5,109,17,2377,0.9114344418960245,0.8827959428800438,0.7994135609816394,8,6,True,True,False,0.014184170081967262,-0.0007923818697659346,0.010503803275099921,0,1,0,0.9985833400793329,20.6565158367157
528,mc_0528,5.0,1.0,3.019347196850575,20261353,17.048388529750305,17.048388529750305,0.0,True,102,2428,10,3,105,54,2374,1,0,105,0,2374,0.9226647882513661,0.8892527712537742,0.8154927330983657,7,7,True,False,False,2,1,103,23,2405,8,1,104,2,2403,0.9986658982240437,0.8925893867145802,0.8913431850781295,8,8,True,True,True,0.07600110997267762,0.0033366154608059917,0.07585045197976381,1,1,1,0.9980166761110661,20.234725952148438
529,mc_0529,5.0,1.0,6.158511185322031,20261354,17.027820392426293,17.027820392426293,0.0,True,101,2433,12,4,107,63,2370,0,0,107,0,2370,0.9194095799180328,0.8647333942446132,0.790048913989982,7,7,True,False,False,1,1,102,17,2416,11,3,107,13,2403,0.9407552083333333,0.8609826515232822,0.8090208695241867,8,7,True,True,False,0.02134562841530041,-0.003750742721330913,0.01897195553420472,0,1,0,0.9984214360883996,20.783527851104736
530,mc_0530,5.0,1.0,5.716689151253624,20261355,17.048388529750305,17.048388529750305,0.0,True,102,2425,11,3,105,49,2376,0,0,105,0,2376,0.9226647882513661,0.8919570084295327,0.8217529561454423,7,7,True,False,False,1,1,103,18,2407,10,3,108,12,2395,0.9387380464480874,0.8944391694670226,0.8407218070032344,8,7,True,True,False,0.01607325819672134,0.002482161037489883,0.018968850857792097,0,1,0,0.9982595320974662,20.76760196685791
531,mc_0531,5.0,1.0,3.3528874876920582,20261356,17.034607659265447,17.034607659265447,0.0,True,101,2392,13,5,108,50,2342,0,0,108,0,2342,0.9194095799180328,0.9204006561569563,0.8408552016115017,7,7,True,False,False,1,1,102,4,2388,11,4,108,16,2372,0.9400721482240437,0.9162668455667777,0.8606158381330086,8,7,True,True,False,0.020662568306010876,-0.004133810590178588,0.019760636521506836,0,1,0,0.9986238160770663,20.92467188835144
532,mc_0532,5.0,1.0,5.322081636889446,20261357,17.037207611762,17.037207611762,0.0,True,98,2493,10,4,107,63,2430,0,0,107,0,2430,0.9187585382513661,0.8222902028389664,0.744246221357485,7,7,True,False,False,1,1,99,51,2442,7,1,100,2,2440,0.9986338797814207,0.8151883001120637,0.8139348027852679,8,8,True,True,True,0.0798753415300546,-0.007101902726902698,0.06968858142778289,1,1,1,0.996357160203999,19.979214906692505
533,mc_0533,5.0,1.0,5.383105984528142,20261358,17.038393596540367,17.038393596540367,0.0,True,101,2460,11,3,104,70,2390,0,0,104,0,2390,0.9259199965846995,0.8375960133096997,0.7675503808327485,7,7,True,False,False,1,1,102,29,2431,10,3,107,9,2422,0.9420572916666667,0.8224388613983782,0.7722384320634094,8,7,True,True,False,0.016137295081967262,-0.015157151911321498,0.00468805123066085,0,1,0,0.9973285841495992,20.062401056289673
534,mc_0534,5.0,1.0,6.041395769122317,20261359,17.015217647302862,17.015217647302862,0.0,True,99,2456,12,5,106,106,2350,1,0,106,0,2350,0.8767932286183386,0.8787402537792685,0.7612251954722193,7,6,True,False,False,2,1,100,27,2429,11,5,107,79,2350,0.8961857320336392,0.8771923960156811,0.7766825090891193,8,6,True,True,False,0.01939250341530052,-0.0015478577635873458,0.015457313616899948,0,1,0,0.9981381041042662,20.61828303337097
535,mc_0535,5.0,1.0,2.752606636996005,20261360,17.02739456246821,17.02739456246821,0.0,True,99,2434,12,6,108,61,2373,0,0,108,0,2373,0.9013407244688765,0.8795114623397611,0.7824139482107832,7,7,True,False,False,1,1,100,28,2406,11,5,106,25,2381,0.9212882142229748,0.8760301282344634,0.8021198794411434,8,7,True,True,False,0.019947489754098324,-0.0034813341052977176,0.01970593123036013,0,1,0,0.9983000080951996,20.731821060180664
536,mc_0536,5.0,1.0,3.61427141046222,20261361,17.044626788618505,17.044626788618505,0.0,True,101,2399,11,5,108,36,2363,0,0,108,0,2363,0.9194095799180328,0.8828224420194062,0.8119683514218683,7,7,True,False,False,1,1,102,3,2396,8,2,104,7,2389,0.9993169398907104,0.893663680034251,0.8929880444913667,8,8,True,True,True,0.0799073599726775,0.010841238014844823,0.08101969306949841,1,1,1,0.9987857200679997,20.252875089645386
537,mc_0537,5.0,1.0,0.014611571972020685,20261362,17.027820392426293,17.027820392426293,0.0,True,101,2450,9,2,104,6,2444,1,1,106,57,2387,0.9487327942485085,0.9066932424352371,0.8564611730264068,8,7,True,True,True,1,1,103,57,2393,11,4,109,23,2370,0.8907900859151752,0.9036482555962804,0.80436698488696,7,6,True,False,False,-0.05794270833333337,-0.003044986838956709,-0.05209418813944677,-1,-1,-1,0.9993119080385332,20.50454306602478
538,mc_0538,5.0,1.0,3.024202431985907,20261363,17.015217647302862,17.015217647302862,0.0,True,99,2426,11,4,104,85,2341,0,0,104,0,2341,0.8928482744898982,0.8870341956502266,0.800282240884153,7,6,True,False,False,1,1,101,32,2394,11,4,107,29,2365,0.9055382505827945,0.8779583488166478,0.8028035393162041,8,6,True,True,False,0.012689976092896238,-0.00907584683357876,0.0025212984320510667,0,1,0,0.9979762001133328,21.80451464653015
539,mc_0539,5.0,1.0,0.41812273714482256,20261364,16.84314791384103,16.84314791384103,0.0,True,96,2349,10,3,101,52,2297,0,0,101,0,2297,0.9328146345628415,0.896820019883156,0.8306507273018017,7,7,True,False,False,1,1,97,15,2334,11,4,102,36,2298,0.9407552083333333,0.888099555860917,0.8288547641942504,8,7,True,True,False,0.007940573770491732,-0.008720464022238916,-0.0017959631075512572,0,1,0,0.9989071480611997,21.126847982406616
